매물번호,상태,매물_URL,전체주소,지번주소,보증금,월세,관리비,건물유형,방타입,전용면적_m2,층,총층,위도,경도,대표이미지,수집일시
48166626,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308881
48494310,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308891
48396018,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308900
48068339,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308910
48494330,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308929
48166652,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308945
48461566,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308958
48494337,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308968
48428802,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308978
48232194,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308988
48166660,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.308997
48330511,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309006
48461583,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309016
48494357,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309025
48428826,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309035
48264988,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309045
48166686,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309054
48363304,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309063
48461614,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309073
48461615,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309082
48199479,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309091
48494399,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309101
48265024,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309110
48166723,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309120
48232259,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309129
48166734,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309138
48428881,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309148
48461657,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309157
48461658,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309167
48461690,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309176
48330618,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309186
48461694,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309196
48494463,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309205
48494468,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309215
48461701,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309224
48396168,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309234
48428954,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309243
48330658,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309253
48035752,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309262
48494507,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309272
48461742,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309281
48232368,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309291
48461756,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309300
48330684,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309310
48461759,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309320
48461760,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309329
48461768,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309339
48461780,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309348
48363477,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309358
48166876,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309368
48461788,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309377
48461791,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309387
48494563,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309397
48494564,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309406
48461798,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309416
48396265,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309425
48461801,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309435
48494572,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309445
48461807,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309454
48330751,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309464
48297989,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309473
48166930,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309483
48199699,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309493
48330772,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309504
48461851,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309514
48461856,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309523
48494625,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309533
48166953,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309543
48166956,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309552
48166957,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309561
48396334,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309571
47872048,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309580
48298034,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309590
48494647,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309599
48166968,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309608
48396347,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309617
48363586,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309627
48461893,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309637
48396360,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309647
48363592,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309656
48101450,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309666
48330831,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309675
48396368,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309685
48363599,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309694
48461906,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309703
48363606,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309713
48167000,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309723
48461913,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309733
48167002,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309742
48199769,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309752
47872096,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309763
48461927,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309772
48396397,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309782
48494705,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309792
48298099,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309802
48494710,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309811
48396417,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309822
48330881,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309831
48363650,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309841
48199812,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309850
48167045,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309860
48167049,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309869
48461962,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309879
48363658,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309888
48167054,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309898
48461968,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309907
48330896,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309917
47544466,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309926
48298131,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309935
48265364,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309945
48461971,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309955
48461974,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309964
48265371,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309973
48494750,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309983
48461985,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.309992
48199845,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310002
48461990,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310011
48461991,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310021
48461997,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310030
48167087,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310040
48494769,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310050
48462004,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310060
48494773,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310069
48330934,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310079
48494776,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310088
48363706,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310098
48494780,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310107
48494783,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310117
47937729,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310126
48363713,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310136
48494787,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310146
48462024,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310157
48494794,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310167
48363732,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310177
48462037,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310187
48494806,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310196
48494807,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310206
48363735,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310215
48396505,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310225
48462042,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310234
48232666,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310257
48167132,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310274
48462047,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310285
48396515,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310295
48462053,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310304
48462055,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310314
48363754,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310325
48462061,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310337
48462064,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310346
48330992,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310356
48462067,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310365
48462073,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310375
48462076,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310384
48331004,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310394
48462078,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310403
48167172,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310413
48462084,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310422
48462088,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310431
48462092,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310440
48134417,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310450
48462099,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310459
48462101,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310469
48298262,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310479
48134423,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310488
48298263,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310498
48429335,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310507
48462105,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310516
48494879,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310526
48462123,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310536
48494896,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310545
48429366,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310555
48462134,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310565
48331062,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310755
47970614,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310774
48429370,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310786
48232762,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310796
48462140,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310808
48167237,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310818
47970646,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310829
48331097,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310839
48462174,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310849
48167263,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310859
48494944,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310869
48331107,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310878
48331108,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310888
48232805,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310898
48363881,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310908
48167279,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310918
48429424,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310928
48167284,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310938
48462196,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310948
48429430,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310957
48494971,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310968
48363904,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310978
48429443,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310988
48298374,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.310998
48429448,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311009
48167307,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311019
48429451,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311029
48462225,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311046
48494993,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311056
48396695,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311069
48429464,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311078
48232857,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311088
48429467,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311097
48429468,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311106
48495007,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311116
48495008,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311126
48495011,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311135
48462244,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311145
48495016,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311154
48495022,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311164
48429487,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311173
48363952,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311183
48495025,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311193
48495027,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311204
48462261,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311213
48495029,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311223
48363959,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311233
48429496,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311242
48495033,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311251
48363962,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311261
48200123,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311271
48495035,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311280
48495036,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311290
48167358,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311299
48495037,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311309
48495038,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311318
48363968,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311327
48495039,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311337
48167363,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311346
48363975,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311356
48396744,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311365
48200136,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311375
48167370,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311384
48363978,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311393
48363980,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311402
48200148,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311412
48363990,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311421
48363992,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311431
48429529,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311441
48363995,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311450
48462301,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311461
48462302,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311470
48462306,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311480
48462308,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311489
48364008,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311499
48462316,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311508
48462318,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311518
48462319,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311528
48462329,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311537
48331257,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311547
48265727,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311556
48200203,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311566
48462347,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311576
48462358,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311585
48298520,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311595
48232991,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311604
48167456,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311614
48265772,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311624
48429612,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311633
48167469,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311643
48069166,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311652
48495155,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311661
48265782,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311671
48265786,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311681
48462394,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311690
48495164,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311700
48331325,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311711
48429630,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311720
48429632,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311730
48167494,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311739
48331339,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311749
48331352,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311758
48364123,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311769
48298591,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311778
48364129,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311787
48396899,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311797
48462447,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311806
48396912,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311816
48495218,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311825
48462451,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311835
48462461,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311844
48495232,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311854
48495234,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311863
48298630,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311873
48495242,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311882
48429708,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311892
48429710,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311902
48429715,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311911
48331411,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311920
48495252,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311930
48200345,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311939
48331417,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311949
48233113,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311958
48167584,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311968
48495265,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311977
48495267,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311986
48495268,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.311998
48495270,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312007
48462505,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312017
48462506,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312026
48495273,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312036
48495274,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312045
48495278,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312055
48495282,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312064
48462517,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312074
48167607,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312084
48495287,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312093
48495292,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312103
48495293,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312112
48364228,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312122
48364235,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312132
48429775,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312141
48495313,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312151
48298713,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312161
48298715,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312170
48167648,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312179
48462569,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312189
48331501,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312199
48495344,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312208
48397043,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312218
48298740,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312227
48233209,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312236
48265978,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312246
48331514,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312255
48331516,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312265
48331517,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312274
48462586,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312283
48331519,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312293
48331518,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312304
48167681,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312313
48397058,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312323
48331522,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312332
48495363,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312341
48495364,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312351
48331526,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312382
48495365,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312394
48331528,INACTIVE,,,,,,,,,,,,,,,2026-04-02T10:26:45.312404
